,DOI,Title,Source title,PubYear,Times cited,pharmaceuticals,pharm
214,10.2134/jeq2016.04.0152,transformation of sulfonamides and tetracyclines during anaerobic fermentation of liquid manure,journal of environmental quality,2017,13,"['chlortetracycline', 'doxycycline', 'oxytetracycline', 'sulfachloropyridazine', 'sulfadiazine', 'sulfadimethoxine', 'sulfaguanidine', 'sulfamerazine', 'sulfamethazine', 'sulfamethoxazole', 'sulfamethoxypyridazine', 'sulfapyridine', 'sulfathiazole', 'tetracycline']",sulfamethazine
215,10.3390/molecules24224066,analysis of multiclass antibiotics in lettuce by liquid chromatography–tandem mass spectrometry to monitor their plant uptake,molecules,2019,6,"['lincomycin', 'sulfamethazine', 'sulfamethoxazole']",sulfamethazine
216,10.1007/s10661-022-09754-7,effects of pharmaceuticals on the nitrogen cycle in water and soil: a review,environmental monitoring and assessment,2022,4,"['amoxicillin', 'chlortetracycline', 'ciprofloxacin', 'clarithromycin', 'enrofloxacin', 'erythromycin', 'narasin', 'norfloxacin', 'ofloxacin', 'sulfamethazine', 'tetracycline']",sulfamethazine
217,10.1186/s13765-020-00559-1,determination of veterinary pharmaceutical runoffs from a swine manure pile using lc–ms/ms,applied biological chemistry,2020,1,"['lincomycin', 'sulfamethazine', 'sulfamethoxazole', 'trimethoprim']",sulfamethazine
218,10.1016/j.envpol.2021.117746,an integrated modelling approach to derive the grey water footprint of veterinary antibiotics,environmental pollution,2021,0,"['amoxicillin', 'doxycycline', 'oxytetracycline', 'sulfamethazine', 'tetracycline']",sulfamethazine
219,10.1016/j.chemosphere.2017.02.027,sorption and desorption of selected non-steroidal anti-inflammatory drugs in an agricultural loam-textured soil,chemosphere,2017,55,"['diclofenac', 'ibuprofen', 'ketoprofen', 'naproxen']",ketoprofen
220,10.1016/j.scitotenv.2017.10.061,seasonal and ageing effect on the behaviour of 86 drugs in a full-scale surface treatment wetland: removal efficiencies and distribution in plants and sediments,the science of the total environment,2017,40,"['bisoprolol', 'ketoprofen']",ketoprofen
221,10.1016/j.chroma.2017.05.051,multiclass method for the determination of pharmaceuticals and personal care products in compost from sewage sludge using ultrasound and salt-assisted liquid–liquid extraction followed by ultrahigh performance liquid chromatography-tandem mass spectrometry analysis,journal of chromatography a,2017,21,"['diclofenac', 'ethylparaben', 'flufenamic acid', 'ketoprofen', 'methylparaben']",ketoprofen
222,10.1080/09593330.2018.1499810,biodegradation of pharmaceuticals and personal care products in the sequential combination of activated sludge treatment and soil aquifer treatment,environmental technology,2018,17,"['carbamazepine', 'clofibric acid', 'crotamiton', 'gemfibrozil', 'ketoprofen', 'naproxen']",ketoprofen
223,10.1007/s11356-020-10868-z,removal efficiency of emerging micropollutants in biofilter wastewater treatment plants in tropical areas,environmental science and pollution research,2020,10,"['acetaminophen', 'atenolol', 'benzoylecgonine', 'caffeine', 'cannabinol', 'ethylparaben', 'furosemide', 'hydroxyibuprofen', 'ibuprofen', 'ketoprofen', 'methylparaben', 'naproxen', 'paracetamol']",ketoprofen
224,10.1007/s11356-019-06721-7,sorption of ionic and neutral species of pharmaceuticals to loessial soil amended with biochars,environmental science and pollution research,2019,7,"['atenolol', 'carbamazepine', 'ketoprofen']",ketoprofen
225,10.1016/j.scitotenv.2020.142520,biodegradation kinetics of individual and mixture non-steroidal anti-inflammatory drugs in an agricultural soil receiving alkaline treated biosolids,the science of the total environment,2020,6,"['ibuprofen', 'ketoprofen', 'naproxen']",ketoprofen
226,10.1080/00032719.2020.1779278,"determination of the uptake of ibuprofen, ketoprofen, and diclofenac by tomatoes, radishes, and lettuce by gas chromatography–mass spectrometry (gc–ms)",analytical letters,2020,5,"['diclofenac', 'ibuprofen', 'ketoprofen']",ketoprofen
227,10.1007/s11356-018-3071-2,roles of hydrophobic and hydrophilic fractions of dissolved organic matter in sorption of ketoprofen to biochars,environmental science and pollution research,2018,5,['ketoprofen'],ketoprofen
228,10.1016/j.chemosphere.2017.05.100,pharmaceutical substances in ambient particulates: a preliminary assessment,chemosphere,2017,2,"['acetaminophen', 'acetylcysteine', 'aspirin', 'diclofenac', 'fenofibrate', 'ibuprofen', 'ketoprofen', 'naproxen', 'salicylic acid', 'sulfanilamide']",ketoprofen
229,10.1016/j.jpba.2017.08.014,"multi-residue determination of 47 organic compounds in water, soil, sediment and fish—turia river as case study",journal of pharmaceutical and biomedical analysis,2017,53,"['ibuprofen', 'metoprolol', 'paracetamol', 'sulfamethoxazole', 'vildagliptin']",metoprolol
230,10.1016/j.jenvman.2019.109407,soil influences on uptake and transfer of pharmaceuticals from sewage sludge amended soils to spinach,journal of environmental management,2019,29,"['amitriptyline ', 'carbamazepine', 'citalopram', 'metoprolol', 'metoprolol acid', 'miconazole', 'mirtazapine', 'sertraline', 'telmisartan', 'tramadol', 'venlafaxine']",metoprolol
231,10.1016/j.chemosphere.2019.124553,investigation of pharmaceutical and personal care product interactions of soil and beets (beta vulgaris l.) under the effect of wastewater reuse,chemosphere,2019,16,"['bisoprolol', 'caffeine', 'clarithromycin', 'metoprolol', 'sulfamethoxazole', 'trimethoprim']",metoprolol
232,10.1016/j.chemosphere.2019.124730,tuning down the environmental interests of organoclays for emerging pollutants: pharmaceuticals in presence of electrolytes,chemosphere,2019,13,"['amoxicillin', 'carbamazepine', 'metoprolol', 'norfloxacin', 'sulfamethoxazole', 'trimethoprim']",metoprolol
233,10.1016/j.watres.2019.115214,elimination of micropollutants in four test-scale constructed wetlands treating combined sewer overflow: influence of filtration layer height and feeding regime,water research,2019,12,"['carbamazepine', 'diclofenac', 'metoprolol', 'sulfamethoxazole']",metoprolol
234,10.1016/j.envpol.2020.114364,enantiospecific behaviour of chiral drugs in soil,environmental pollution,2020,10,"['acebutolol', 'amphetamine', 'atenolol', 'bisoprolol', 'citalopram', 'fluoxetine', 'ibuprofen', 'metoprolol', 'naproxen', 'pheniramine', 'propranolol', 'salbutamol']",metoprolol
235,10.1016/j.scitotenv.2020.142742,impact of long-term irrigation with municipal reclaimed wastewater on the uptake and degradation of organic contaminants in lettuce and leek,the science of the total environment,2020,10,"['carbamazepine', 'chlorothiazide', 'clarithromycin', 'hydrochlorothiazide', 'metoprolol']",metoprolol
236,10.3390/molecules25051031,poultry farms as a potential source of environmental pollution by pharmaceuticals,molecules,2020,6,"['caffeine', 'carbamazepine', 'metoclopramide', 'metoprolol', 'nimesulide', 'paracetamol', 'propranolol', 'trimethoprim']",metoprolol
237,10.1016/j.chemosphere.2021.130582,non-target analysis of organic waste amended agricultural soils: characterization of added organic pollution,chemosphere,2021,5,"['metoprolol', 'propranolol']",metoprolol
238,10.1007/s11368-021-03095-7,the impact of initial concentration of selected pharmaceuticals on their early stage of dissipation in soils,journal of soils and sediments,2021,1,"['carbamazepine', 'metoprolol', 'sertraline']",metoprolol
239,10.1016/j.scitotenv.2018.05.221,removal of selected pharmaceuticals and personal care products in reclaimed water during simulated managed aquifer recharge,the science of the total environment,2018,21,"['atenolol', 'carbamazepine', 'lincomycin', 'primidone', 'propranolol', 'sulfamethazine', 'trimethoprim']",propranolol
240,10.1016/j.chroma.2018.08.034,multi-residue analysis of chiral and achiral trace organic contaminants in soil by accelerated solvent extraction and enantioselective liquid chromatography tandem–mass spectrometry,journal of chromatography a,2018,18,"['amphetamine', 'atenolol', 'carbamazepine', 'fluoxetine', 'pheniramine', 'propranolol', 'salbutamol', 'triclocarban', 'vancomycin']",propranolol
241,10.1016/j.envpol.2020.114364,enantiospecific behaviour of chiral drugs in soil,environmental pollution,2020,10,"['acebutolol', 'amphetamine', 'atenolol', 'bisoprolol', 'citalopram', 'fluoxetine', 'ibuprofen', 'metoprolol', 'naproxen', 'pheniramine', 'propranolol', 'salbutamol']",propranolol
242,10.1039/d1ew00132a,occurrence of pharmaceutical active compounds in sewage sludge from two urban wastewater treatment plants and their potential behaviour in agricultural soils,environmental science water research & technology,2021,8,"['acetaminophen', 'caffeine', 'carbamazepine', 'diclofenac', 'ibuprofen', 'naproxen', 'propranolol', 'sulfamethoxazole', 'sulfapyridine']",propranolol
243,10.1016/j.scitotenv.2018.05.118,combining sorption experiments and time of flight secondary ion mass spectrometry (tof-sims) to study the adsorption of propranolol onto environmental solid matrices – influence of copper(ii),the science of the total environment,2018,7,['propranolol'],propranolol
244,10.3390/molecules25051031,poultry farms as a potential source of environmental pollution by pharmaceuticals,molecules,2020,6,"['caffeine', 'carbamazepine', 'metoclopramide', 'metoprolol', 'nimesulide', 'paracetamol', 'propranolol', 'trimethoprim']",propranolol
245,10.1016/j.chemosphere.2021.130582,non-target analysis of organic waste amended agricultural soils: characterization of added organic pollution,chemosphere,2021,5,"['metoprolol', 'propranolol']",propranolol
246,10.1016/j.jece.2021.106847,application of data-driven machine learning to predict propranolol and trimethoprim removal using a managed aquifer recharge system,journal of environmental chemical engineering,2022,3,"['propranolol', 'trimethoprim']",propranolol
247,10.1080/09593330.2019.1706643,developing the oecd 106 fate testing protocol for active pharmaceuticals in soil,environmental technology,2020,1,"['naproxen', 'nevirapine', 'ofloxacin', 'propranolol']",propranolol
248,10.1061/(asce)ee.1943-7870.0001920,reconnaissance study on adsorption of pharmaceuticals and personal care products to managed turf soils and associated oxide nanoparticles,journal of environmental engineering,2021,0,"['caffeine', 'carbamazepine', 'diclofenac', 'ibuprofen', 'propranolol', 'salicylic acid']",propranolol
249,10.1016/j.scitotenv.2019.136118,a review of the occurrence of selected micropollutants and microorganisms in different raw and treated manure – environmental risk due to antibiotics after application to soil,the science of the total environment,2019,66,"['chlortetracycline', 'enrofloxacin', 'ofloxacin', 'oxytetracycline', 'sulfamethazine', 'tetracycline']",chlortetracycline
250,10.1128/aem.00989-17,novel antibiotic resistance determinants from agricultural soil exposed to antibiotics widely used in human medicine and animal farming,applied and environmental microbiology,2017,50,"['chlortetracycline', 'sulfamethazine', 'tetracycline', 'tylosin']",chlortetracycline
251,10.1515/intag-2016-0084,impact of chlortetracycline and sulfapyridine antibiotics on soil enzyme activities,international agrophysics,2017,34,"['chlortetracycline', 'sulfapyridine', 'tetracycline']",chlortetracycline
252,10.1007/s00216-017-0815-7,a new approach for the extraction of tetracyclines from soil matrices: application of the microwave-extraction technique,analytical and bioanalytical chemistry,2018,17,"['chlortetracycline', 'oxytetracycline', 'tetracycline']",chlortetracycline
253,10.2134/jeq2016.04.0152,transformation of sulfonamides and tetracyclines during anaerobic fermentation of liquid manure,journal of environmental quality,2017,13,"['chlortetracycline', 'doxycycline', 'oxytetracycline', 'sulfachloropyridazine', 'sulfadiazine', 'sulfadimethoxine', 'sulfaguanidine', 'sulfamerazine', 'sulfamethazine', 'sulfamethoxazole', 'sulfamethoxypyridazine', 'sulfapyridine', 'sulfathiazole', 'tetracycline']",chlortetracycline
254,10.1016/j.jhazmat.2019.121468,the response of soil nematode caenorhabditis elegans on the sewage sludge-derived micropollutants,journal of hazardous materials,2019,8,"['chlortetracycline', 'tetracycline']",chlortetracycline
255,10.1080/03601234.2017.1330069,"transport of oxytetracycline, chlortetracycline, and ivermectin in surface runoff from irrigated pasture",journal of environmental science and health part b,2017,6,"['chlortetracycline', 'ivermectin', 'oxytetracycline', 'tetracycline']",chlortetracycline
256,10.1007/s10661-022-09754-7,effects of pharmaceuticals on the nitrogen cycle in water and soil: a review,environmental monitoring and assessment,2022,4,"['amoxicillin', 'chlortetracycline', 'ciprofloxacin', 'clarithromycin', 'enrofloxacin', 'erythromycin', 'narasin', 'norfloxacin', 'ofloxacin', 'sulfamethazine', 'tetracycline']",chlortetracycline
257,10.1093/jas/skab144,"antibiotic resistance, antimicrobial residues and bacterial community diversity in pasture-raised poultry, swine and beef cattle manures",journal of animal science,2021,2,"['chlortetracycline', 'lincomycin', 'oxytetracycline', 'sulfonamide ', 'tetracycline']",chlortetracycline
258,10.1016/j.scitotenv.2021.151525,"the dissemination of antibiotics and their corresponding resistance genes in treated effluent-soil-crops continuum, and the effect of barriers",the science of the total environment,2021,1,"['amoxicillin', 'chlortetracycline', 'erythromycin', 'ofloxacin', 'oxytetracycline', 'sulfamethoxazole', 'tetracycline']",chlortetracycline
259,10.1016/j.jhazmat.2020.122852,"impact of biochar amendment on the uptake, fate and bioavailability of pharmaceuticals in soil-radish systems",journal of hazardous materials,2020,17,"['acetaminophen', 'caffeine', 'carbadox', 'carbamazepine', 'estradiol', 'estrone', 'lamotrigine', 'lincomycin', 'oxytetracycline', 'sulfadiazine', 'sulfamethoxazole', 'tetracycline', 'triclosan', 'trimethoprim', 'tylosin']",estrone
260,10.2166/wh.2019.092,presence of emerging contaminants in urban water bodies in southern brazil,journal of water and health,2019,4,"['diclofenac', 'estradiol', 'estriol', 'estrone', 'ethisterone', 'ibuprofen', 'megestrol', 'megestrol acetate', 'paracetamol']",estrone
261,10.1016/j.envres.2020.109132,does the application of human waste as a fertilization material in agricultural production pose adverse effects on human health attributable to contaminants of emerging concern?,environmental research,2020,3,"['carbamazepine', 'diclofenac', 'estradiol', 'estrone']",estrone
262,10.1021/acs.est.2c00303,characterization of plant accumulation of pharmaceuticals from soils with their concentration in soil pore water,environmental science and technology,2022,0,"['acetaminophen', 'caffeine', 'carbadox', 'carbamazepine', 'estrone', 'lamotrigine', 'lincomycin', 'monensin', 'oxytetracycline', 'sulfadiazine', 'sulfamethoxazole', 'tetracycline', 'triclosan', 'trimethoprim', 'tylosin']",estrone
263,10.1016/j.watres.2018.12.039,insight into the distribution of pharmaceuticals in soil-water-plant systems,water research,2018,89,['tylosin'],tylosin
264,10.1128/aem.00989-17,novel antibiotic resistance determinants from agricultural soil exposed to antibiotics widely used in human medicine and animal farming,applied and environmental microbiology,2017,50,"['chlortetracycline', 'sulfamethazine', 'tetracycline', 'tylosin']",tylosin
265,10.1021/acs.jafc.7b04355,uptake and accumulation of pharmaceuticals in overhead- and surface-irrigated greenhouse lettuce,journal of agricultural and food chemistry,2018,25,"['caffeine', 'carbamazepine', 'monensin', 'sulfadiazine', 'sulfamethoxazole', 'trimethoprim', 'tylosin']",tylosin
266,10.1016/j.geoderma.2020.114498,"occurrence, fate and environmental risk assessment of pharmaceutical compounds in soils amended with organic wastes",geoderma,2020,21,"['carbamazepine', 'ciprofloxacin', 'diclofenac', 'norfloxacin', 'ofloxacin', 'sulfadiazine', 'sulfamethoxazole', 'sulfamethoxypyridazine', 'trimethoprim', 'tylosin']",tylosin
267,10.1016/j.jhazmat.2020.122852,"impact of biochar amendment on the uptake, fate and bioavailability of pharmaceuticals in soil-radish systems",journal of hazardous materials,2020,17,"['acetaminophen', 'caffeine', 'carbadox', 'carbamazepine', 'estradiol', 'estrone', 'lamotrigine', 'lincomycin', 'oxytetracycline', 'sulfadiazine', 'sulfamethoxazole', 'tetracycline', 'triclosan', 'trimethoprim', 'tylosin']",tylosin
268,10.1021/acs.est.2c00303,characterization of plant accumulation of pharmaceuticals from soils with their concentration in soil pore water,environmental science and technology,2022,0,"['acetaminophen', 'caffeine', 'carbadox', 'carbamazepine', 'estrone', 'lamotrigine', 'lincomycin', 'monensin', 'oxytetracycline', 'sulfadiazine', 'sulfamethoxazole', 'tetracycline', 'triclosan', 'trimethoprim', 'tylosin']",tylosin
269,10.3390/molecules27144378,uptake of pharmaceutical pollutants and their metabolites from soil fertilized with manure to parsley tissues,molecules,2022,0,"['doxycycline', 'enrofloxacin', 'ofloxacin', 'sulfamethoxazole', 'tylosin']",tylosin
270,10.1016/j.scitotenv.2017.10.013,"source estimation of pharmaceuticals based on catchment population and in-stream attenuation in yodo river watershed, japan",the science of the total environment,2017,31,"['acetaminophen', 'caffeine', 'lincomycin', 'sulfamonomethoxine', 'theophylline']",lincomycin
271,10.1016/j.scitotenv.2018.05.221,removal of selected pharmaceuticals and personal care products in reclaimed water during simulated managed aquifer recharge,the science of the total environment,2018,21,"['atenolol', 'carbamazepine', 'lincomycin', 'primidone', 'propranolol', 'sulfamethazine', 'trimethoprim']",lincomycin
272,10.1016/j.jhazmat.2020.122852,"impact of biochar amendment on the uptake, fate and bioavailability of pharmaceuticals in soil-radish systems",journal of hazardous materials,2020,17,"['acetaminophen', 'caffeine', 'carbadox', 'carbamazepine', 'estradiol', 'estrone', 'lamotrigine', 'lincomycin', 'oxytetracycline', 'sulfadiazine', 'sulfamethoxazole', 'tetracycline', 'triclosan', 'trimethoprim', 'tylosin']",lincomycin
273,10.1016/j.envpol.2019.113392,dosage effects of lincomycin mycelial residues on lincomycin resistance genes and soil microbial communities,environmental pollution,2019,14,['lincomycin'],lincomycin
274,10.1016/j.scitotenv.2020.138296,measuring the occurrence of antibiotics in surface water adjacent to cattle grazing areas using passive samplers,the science of the total environment,2020,9,"['erythromycin', 'lincomycin', 'monensin', 'sulfadiazine', 'sulfadimethoxine', 'sulfamerazine', 'sulfamethoxazole', 'trimethoprim']",lincomycin
275,10.3390/molecules24224066,analysis of multiclass antibiotics in lettuce by liquid chromatography–tandem mass spectrometry to monitor their plant uptake,molecules,2019,6,"['lincomycin', 'sulfamethazine', 'sulfamethoxazole']",lincomycin
276,10.1016/j.scitotenv.2021.150860,recycling of neomycin fermentation residue using sea-cbs technology: growth performance and antibiotic resistance genes,the science of the total environment,2021,2,"['kitasamycin', 'lincomycin', 'neomycin', 'spiramycin']",lincomycin
277,10.1093/jas/skab144,"antibiotic resistance, antimicrobial residues and bacterial community diversity in pasture-raised poultry, swine and beef cattle manures",journal of animal science,2021,2,"['chlortetracycline', 'lincomycin', 'oxytetracycline', 'sulfonamide ', 'tetracycline']",lincomycin
278,10.1093/jas/skaa278.680,"psxi-23 prevalence of antibiotic resistance genes and bacterial community diversity from feces of pasture-raised broiler and layer chickens, swine, and beef cattle in the southeastern usa",journal of animal science,2020,1,"['chlortetracycline', 'lincomycin', 'oxytetracycline', 'sulfachloropyridazine', 'sulfonamide ', 'tetracycline']",lincomycin
279,10.1186/s13765-020-00559-1,determination of veterinary pharmaceutical runoffs from a swine manure pile using lc–ms/ms,applied biological chemistry,2020,1,"['lincomycin', 'sulfamethazine', 'sulfamethoxazole', 'trimethoprim']",lincomycin
280,10.1016/j.geoderma.2020.114498,"occurrence, fate and environmental risk assessment of pharmaceutical compounds in soils amended with organic wastes",geoderma,2020,21,"['carbamazepine', 'ciprofloxacin', 'diclofenac', 'norfloxacin', 'ofloxacin', 'sulfadiazine', 'sulfamethoxazole', 'sulfamethoxypyridazine', 'trimethoprim', 'tylosin']",norfloxacin
281,10.1007/s11814-016-0345-6,comparative study on degradation of norfloxacin and ciprofloxacin by ganoderma lucidum japc1,korean journal of chemical engineering,2017,19,"['ciprofloxacin', 'norfloxacin', 'ofloxacin']",norfloxacin
282,10.1016/j.etap.2020.103410,"occurrence, sources and risk assessment of fluoroquinolones in dumpsite soil and sewage sludge from chennai, india",environmental toxicology and pharmacology,2020,17,"['ciprofloxacin', 'norfloxacin', 'ofloxacin']",norfloxacin
283,10.1007/s11356-018-2840-2,organic contaminants in the effluent of chinese wastewater treatment plants,environmental science and pollution research,2018,16,"['norfloxacin', 'ofloxacin', 'sulfamethoxazole']",norfloxacin
284,10.1016/j.chemosphere.2019.124730,tuning down the environmental interests of organoclays for emerging pollutants: pharmaceuticals in presence of electrolytes,chemosphere,2019,13,"['amoxicillin', 'carbamazepine', 'metoprolol', 'norfloxacin', 'sulfamethoxazole', 'trimethoprim']",norfloxacin
285,10.1016/j.electacta.2019.06.035,"electrochemical, theoretical and analytical studies of the electro-oxidation of sulfamerazine and norfloxacin on a glassy carbon electrode",electrochimica acta,2019,10,"['norfloxacin', 'sulfamerazine']",norfloxacin
286,10.1051/e3sconf/20171700033,norfloxacin degradation by bacillus subtilis strains able to produce biosurfactants on a bioreactor scale,e3s web of conferences,2017,4,['norfloxacin'],norfloxacin
287,10.1007/s10661-022-09754-7,effects of pharmaceuticals on the nitrogen cycle in water and soil: a review,environmental monitoring and assessment,2022,4,"['amoxicillin', 'chlortetracycline', 'ciprofloxacin', 'clarithromycin', 'enrofloxacin', 'erythromycin', 'narasin', 'norfloxacin', 'ofloxacin', 'sulfamethazine', 'tetracycline']",norfloxacin
288,10.1080/09593330.2018.1499810,biodegradation of pharmaceuticals and personal care products in the sequential combination of activated sludge treatment and soil aquifer treatment,environmental technology,2018,17,"['carbamazepine', 'clofibric acid', 'crotamiton', 'gemfibrozil', 'ketoprofen', 'naproxen']",clofibric acid
289,10.1177/1178630218795836,"fate, transformation, and toxicological impacts of pharmaceutical and personal care products in surface waters",environmental health insights,2018,16,"['clofibric acid', 'ibuprofen']",clofibric acid
290,10.1002/agg2.20022,emerging contaminants uptake by an ultisol and a vertisol from puerto rico,agrosystems geosciences & environment,2020,4,"['caffeine', 'carbamazepine', 'clofibric acid', 'naproxen', 'salicylic acid']",clofibric acid
291,10.3390/app9122505,aerobic and anaerobic biological degradation of pharmaceutically active compounds in rice paddy soils,applied sciences,2019,2,"['clofibric acid', 'diclofenac', 'naproxen']",clofibric acid
292,10.1016/j.scitotenv.2022.158073,can aged microplastics be transport vectors for organic micropollutants? – sorption and phytotoxicity tests,the science of the total environment,2022,0,"['citalopram', 'clofibric acid', 'diclofenac', 'florfenicol', 'pentachlorophenol', 'tramadol', 'trimethoprim', 'venlafaxine']",clofibric acid
293,10.1080/00032719.2017.1295977,mini-review: recent advances in electrochemical determination of sulfonamides,analytical letters,2017,30,['sulfonamide '],sulfonamide 
294,10.1002/ldr.2964,antibiotics and microbial resistance in brazilian soils under manure application,land degradation and development,2018,25,['sulfonamide '],sulfonamide 
295,10.1007/s11356-017-9079-1,"the treatment of wastewater containing pharmaceuticals in microcosm constructed wetlands: the occurrence of integrons (int1–2) and associated resistance genes (sul1–3, qaceδ1)",environmental science and pollution research,2017,15,"['diclofenac', 'sulfamethoxazole', 'sulfonamide ']",sulfonamide 
296,10.2134/jeq2018.06.0233,transport of potential manure hormone and pharmaceutical contaminants through intact soil columns,journal of environmental quality,2019,7,"['flunixin', 'oxytetracycline', 'progesterone', 'sulfadimethoxine', 'sulfonamide ', 'tetracycline', 'triclosan']",sulfonamide 
297,10.3390/antibiotics10111361,abundance and dynamic distribution of antibiotic resistance genes in the environment surrounding a veterinary antibiotic manufacturing site,antibiotics,2021,2,['sulfonamide '],sulfonamide 
298,10.1093/jas/skab144,"antibiotic resistance, antimicrobial residues and bacterial community diversity in pasture-raised poultry, swine and beef cattle manures",journal of animal science,2021,2,"['chlortetracycline', 'lincomycin', 'oxytetracycline', 'sulfonamide ', 'tetracycline']",sulfonamide 
299,10.1093/jas/skaa278.680,"psxi-23 prevalence of antibiotic resistance genes and bacterial community diversity from feces of pasture-raised broiler and layer chickens, swine, and beef cattle in the southeastern usa",journal of animal science,2020,1,"['chlortetracycline', 'lincomycin', 'oxytetracycline', 'sulfachloropyridazine', 'sulfonamide ', 'tetracycline']",sulfonamide 
300,10.1371/journal.pone.0264476,the impact of newly synthesized sulfonamides on soil microbial population and respiration in rhizospheric soil of wheat (triticum aestivum l.),plos one,2022,1,['sulfonamide '],sulfonamide 
301,10.1016/j.scitotenv.2017.06.240,fate and impacts of pharmaceuticals and personal care products after repeated applications of organic waste products in long-term field experiments,the science of the total environment,2017,49,"['carbamazepine', 'diclofenac', 'doxycycline', 'ibuprofen', 'triclosan']",doxycycline
302,10.2134/jeq2016.04.0152,transformation of sulfonamides and tetracyclines during anaerobic fermentation of liquid manure,journal of environmental quality,2017,13,"['chlortetracycline', 'doxycycline', 'oxytetracycline', 'sulfachloropyridazine', 'sulfadiazine', 'sulfadimethoxine', 'sulfaguanidine', 'sulfamerazine', 'sulfamethazine', 'sulfamethoxazole', 'sulfamethoxypyridazine', 'sulfapyridine', 'sulfathiazole', 'tetracycline']",doxycycline
303,10.3103/s1063455x1701009x,estimation of residual antibiotics in soil and underground water of areas affected by pharmaceutical wastewater in lahore,journal of water chemistry and technology,2017,9,"['ciprofloxacin', 'doxycycline', 'levofloxacin', 'ofloxacin', 'oxytetracycline', 'tetracycline']",doxycycline
304,10.3390/molecules25143114,method validation and investigation of the levels of pharmaceuticals and personal care products in sludge of wastewater treatment plants and soils of irrigated golf course,molecules,2020,5,"['aspirin', 'doxycycline', 'ibuprofen', 'paracetamol']",doxycycline
305,10.1016/j.scitotenv.2021.152864,"pharmaceutical residues in digested sewage sludge: occurrence, seasonal variation and risk assessment for soil",the science of the total environment,2022,4,"['acetylsalicylic acid', 'atenolol', 'azithromycin', 'clarithromycin', 'doxycycline', 'erythromycin', 'salicylic acid', 'sulfamethoxazole']",doxycycline
306,10.1007/s00128-019-02655-5,new insights into dose- and time-dependent response of five typical ppcps on soil microbial respiration,bulletin of environmental contamination and toxicology,2019,2,"['carbamazepine', 'ciprofloxacin', 'doxycycline', 'ofloxacin', 'sulfadimidine', 'triclocarban']",doxycycline
307,10.1016/j.envpol.2021.117746,an integrated modelling approach to derive the grey water footprint of veterinary antibiotics,environmental pollution,2021,0,"['amoxicillin', 'doxycycline', 'oxytetracycline', 'sulfamethazine', 'tetracycline']",doxycycline
308,10.3390/molecules27144378,uptake of pharmaceutical pollutants and their metabolites from soil fertilized with manure to parsley tissues,molecules,2022,0,"['doxycycline', 'enrofloxacin', 'ofloxacin', 'sulfamethoxazole', 'tylosin']",doxycycline
309,10.1002/jeq2.20398,impacts of the covid‐19 pandemic on pharmaceuticals in wastewater treated for beneficial reuse: two case studies in central pennsylvania,journal of environmental quality,2022,0,"['acetaminophen', 'ampicillin', 'dexamethasone', 'doxycycline', 'hydroxychloroquine', 'naproxen', 'ofloxacin', 'sulfamethoxazole', 'trimethoprim']",doxycycline
310,10.1016/j.toxrep.2022.07.003,"antibiotic and analgesic residues in the environment – occurrence and ecological risk study from the sunyani municipality, ghana",toxicology reports,2022,0,"['amoxicillin', 'caffeine', 'chloramphenicol', 'ciprofloxacin', 'diclofenac', 'doxycycline', 'ibuprofen', 'metronidazole', 'ofloxacin', 'paracetamol', 'ronidazole']",doxycycline
311,10.1016/j.chemosphere.2019.124553,investigation of pharmaceutical and personal care product interactions of soil and beets (beta vulgaris l.) under the effect of wastewater reuse,chemosphere,2019,16,"['bisoprolol', 'caffeine', 'clarithromycin', 'metoprolol', 'sulfamethoxazole', 'trimethoprim']",clarithromycin
312,10.1016/j.scitotenv.2020.142742,impact of long-term irrigation with municipal reclaimed wastewater on the uptake and degradation of organic contaminants in lettuce and leek,the science of the total environment,2020,10,"['carbamazepine', 'chlorothiazide', 'clarithromycin', 'hydrochlorothiazide', 'metoprolol']",clarithromycin
313,10.1016/j.envpol.2021.116433,analysis and occurrence of macrolide residues in stream sediments and underlying alluvial aquifer downstream from a pharmaceutical plant,environmental pollution,2021,5,"['azithromycin', 'clarithromycin', 'erythromycin']",clarithromycin
314,10.1016/j.ecoenv.2021.112595,ecotoxicological risk assessment of wastewater irrigation on soil microorganisms: fate and impact of wastewater-borne micropollutants in lettuce-soil system,ecotoxicology and environmental safety,2021,4,"['carbamazepine', 'chlorothiazide', 'citalopram', 'clarithromycin', 'hydrochlorothiazide', 'sulfamethoxazole']",clarithromycin
315,10.1007/s10661-022-09754-7,effects of pharmaceuticals on the nitrogen cycle in water and soil: a review,environmental monitoring and assessment,2022,4,"['amoxicillin', 'chlortetracycline', 'ciprofloxacin', 'clarithromycin', 'enrofloxacin', 'erythromycin', 'narasin', 'norfloxacin', 'ofloxacin', 'sulfamethazine', 'tetracycline']",clarithromycin
316,10.1016/j.scitotenv.2021.152864,"pharmaceutical residues in digested sewage sludge: occurrence, seasonal variation and risk assessment for soil",the science of the total environment,2022,4,"['acetylsalicylic acid', 'atenolol', 'azithromycin', 'clarithromycin', 'doxycycline', 'erythromycin', 'salicylic acid', 'sulfamethoxazole']",clarithromycin
317,10.3390/app11188638,"pharmaceutical and antibiotic pollutant levels in wastewater and the waters of the zarqa river, jordan",applied sciences,2021,1,"['carbamazepine', 'clarithromycin', 'paracetamol']",clarithromycin
